{'student': {'id': 1, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19432, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19433, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19434, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19435, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19436, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19437, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19438, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19439, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19440, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19441, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19442, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19443, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19444, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19445, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19446, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19447, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 19448, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19449, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19450, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19451, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19452, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19453, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19454, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19455, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19456, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19457, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19458, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19459, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19460, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19461, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19462, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19463, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19464, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19465, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19466, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19467, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19468, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19469, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19470, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19471, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19472, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19473, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19474, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19475, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19476, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19477, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19478, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19479, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19480, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19481, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19482, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19483, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19484, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19485, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19486, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19487, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19488, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19489, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19490, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19491, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19492, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19493, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19494, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19495, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19496, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19497, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19498, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19499, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19500, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19501, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 19502, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19503, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19504, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19505, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19506, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19507, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19508, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19509, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19510, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19511, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19512, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19513, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19514, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19515, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19516, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19517, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19518, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19519, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19520, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19521, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19522, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19523, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'multidisc mixed'}}}
{'student': {'id': 19524, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19525, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19526, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19527, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19528, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19529, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19530, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19531, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19532, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19533, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19534, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19535, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19536, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19537, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19538, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19539, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19540, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19541, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19542, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19543, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19544, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'hum arts design'}}}
{'student': {'id': 19545, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19546, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19547, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19548, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19549, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19550, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19551, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19552, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19553, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19554, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19555, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19556, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19557, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19558, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19559, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19560, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19561, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19562, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19563, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19564, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19565, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19566, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19567, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19568, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19569, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19570, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19571, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19572, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19573, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19574, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19575, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'business law'}}}
{'student': {'id': 19576, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19577, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19578, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19579, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19580, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19581, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19582, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19583, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19584, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19585, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19586, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19587, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19588, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19589, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19590, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19591, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19592, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19593, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19594, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19595, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19596, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 19597, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19598, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 19599, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19600, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19601, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19602, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19603, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19604, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19605, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19606, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19607, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19608, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19609, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19610, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19611, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19612, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19613, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19614, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19615, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19616, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19617, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19618, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19619, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19620, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19621, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19622, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19623, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 19624, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19625, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19626, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19627, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19628, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19629, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19630, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19631, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19632, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19633, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19634, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19635, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19636, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19637, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19638, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19639, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19640, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19641, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19642, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19643, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19644, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19645, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19646, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19647, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19648, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19649, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19650, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19651, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19652, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19653, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19654, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19655, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19656, 'demographics': {'gender': 'f', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19657, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19658, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19659, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19660, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19661, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19662, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19663, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19664, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19665, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19666, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19667, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19668, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19669, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'STEM'}}}
{'student': {'id': 19670, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'undeclared'}}}
{'student': {'id': 19671, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19672, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19673, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19674, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19675, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19676, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19677, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19678, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19679, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19680, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19681, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19682, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19683, 'demographics': {'gender': 'm', 'is_grad': 'y', 'field': 'social sciences'}}}
{'student': {'id': 19684, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19685, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19686, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19687, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19688, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'multidisc mixed'}}}
{'student': {'id': 19689, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19690, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19691, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19692, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
{'student': {'id': 19693, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'STEM'}}}
{'student': {'id': 19694, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'business law'}}}
{'student': {'id': 19695, 'demographics': {'gender': 'm', 'is_grad': 'n', 'field': 'social sciences'}}}
{'student': {'id': 19696, 'demographics': {'gender': 'f', 'is_grad': 'n', 'field': 'hum arts design'}}}
